words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key,sentence_id,sentence
grip,882,811,85,31,8,924.5,826.5,0.0214979195561719,0.0447368421052631,55ece5ab-d038-48f7-b6f0-82d0d3560c29,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
of,992,813,39,23,8,1011.5,824.5,0.0159500693481276,0.0205263157894736,9994a49c-3df9-469d-9561-7481a9dd92d1,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
major,1056,811,107,31,8,1109.5,826.5,0.0214979195561719,0.0563157894736842,166feecc-faaa-4938-b08a-ee9d29004140,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
studios,1191,811,149,25,8,1265.5,823.5,0.0173370319001386,0.0784210526315789,11c35e98-ea50-44bb-a259-e0eab6fc03ce,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
in,1368,811,40,25,8,1388.0,823.5,0.0173370319001386,0.0210526315789473,59b0fdf7-f876-44d6-8369-cdce953fbc61,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
numerous,1431,818,173,18,8,1517.5,827.0,0.0124826629680998,0.0910526315789473,b12c04ed-a324-4178-85c1-a68d827a66b6,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
countries:,1630,811,210,25,8,1735.0,823.5,0.0173370319001386,0.1105263157894736,8912afa3-3c2e-48b4-9685-99115428f7ba,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
the,3,902,61,24,8,33.5,914.0,0.0166435506241331,0.0321052631578947,b2fa3c24-c07a-44b9-b038-b8b05b9b727d,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
vast,88,905,86,21,8,131.0,915.5,0.0145631067961165,0.0452631578947368,5772dfae-ed96-4fb4-803f-dab0bf6923a8,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
expense,200,908,150,24,8,275.0,920.0,0.0166435506241331,0.0789473684210526,4e3c1141-54ac-4f22-80ce-362233da2466,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
of,376,903,39,23,8,395.5,914.5,0.0159500693481276,0.0205263157894736,96dc1573-8a9a-4a7a-87c0-e62bc6840786,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
the,443,902,61,24,8,473.5,914.0,0.0166435506241331,0.0321052631578947,05229ece-24ec-42b3-afb3-0aa63e26b0e5,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
transition,531,901,217,25,8,639.5,913.5,0.0173370319001386,0.1142105263157894,1869df44-55bc-4129-92a4-28ff899a2e01,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
overwhelmed,772,902,240,24,8,892.0,914.0,0.0166435506241331,0.1263157894736842,228ba90d-618e-4a82-9598-718d6c2a5f96,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
smaller,1037,902,148,24,8,1111.0,914.0,0.0166435506241331,0.0778947368421052,7428c652-d603-4d9f-ab49-5bbba01a5904,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
"competitors,",1212,901,254,31,8,1339.0,916.5,0.0214979195561719,0.1336842105263158,de4c9e3d-d881-40b8-a946-6cf33d38a79c,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
while,1496,901,108,25,8,1550.0,913.5,0.0173370319001386,0.0568421052631578,ce0b1cc2-a6b4-4ac2-82b5-61adae6e4bb4,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
the,1631,902,61,24,8,1661.5,914.0,0.0166435506241331,0.0321052631578947,e160f89a-b4ab-4e20-881a-4d96bfeccf27,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
novelty,1717,902,152,29,8,1793.0,916.5,0.0201109570041608,0.08,af5e37a6-b54f-48bb-a9f7-6b2fc9475409,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
of,2,993,39,23,8,21.5,1004.5,0.0159500693481276,0.0205263157894736,7b99a039-801c-4065-9815-39c6fffaa67d,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
sound,69,992,107,24,8,122.5,1004.0,0.0166435506241331,0.0563157894736842,f080db5d-9f02-4e2c-b1d1-bd332b88b69b,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
lured,201,992,107,24,8,254.5,1004.0,0.0166435506241331,0.0563157894736842,3d17dca6-e4a0-4b8b-a438-1917823f7ab2,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
vastly,330,992,131,29,8,395.5,1006.5,0.0201109570041608,0.0689473684210526,b7a3fe79-56c5-467a-b620-1dac2fefd22f,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
larger,487,992,126,30,8,550.0,1007.0,0.0208044382801664,0.0663157894736842,3f4e9b63-1fc2-4282-b531-54ac2b30a7e7,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
audiences,640,991,194,25,8,737.0,1003.5,0.0173370319001386,0.1021052631578947,1dd44be0-b381-4293-b8d2-fe2ff8a57dda,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
for,861,993,60,23,8,891.0,1004.5,0.0159500693481276,0.031578947368421,70b07936-c123-4ff8-be8f-72aa186f02b0,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
those,949,992,105,24,8,1001.5,1004.0,0.0166435506241331,0.0552631578947368,051826ed-9682-49ee-83be-74dc918202fa,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
producers,1078,992,196,30,8,1176.0,1007.0,0.0208044382801664,0.1031578947368421,6a3dfcd8-e425-46ed-9ca4-ac608c3efd60,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
that,1301,992,83,24,8,1342.5,1004.0,0.0166435506241331,0.0436842105263157,6d9703c0-d86d-453e-a5ea-a652d8fe4057,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
remained.,1410,991,188,25,8,1504.0,1003.5,0.0173370319001386,0.0989473684210526,a30a37b6-0df1-4a09-bace-e3a3f9226c2e,history_of_film_83,"Sound further tightened the grip of major studios in numerous countries: the vast expense of the transition overwhelmed smaller competitors, while the novelty of sound lured vastly larger audiences for those producers that remained."
In,69,1085,41,21,8,89.5,1095.5,0.0145631067961165,0.021578947368421,d923b3ad-02d6-4260-994d-9d10222b2c12,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
the,135,1082,61,24,8,165.5,1094.0,0.0166435506241331,0.0321052631578947,afe43374-097d-4874-9b8b-7871d0044313,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
case,222,1088,84,18,8,264.0,1097.0,0.0124826629680998,0.0442105263157894,203cb99b-6907-4c23-8116-c2ae17a463a0,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
of,332,1083,39,23,8,351.5,1094.5,0.0159500693481276,0.0205263157894736,00a73c70-f320-4dbf-96a5-1fff8219e841,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
the,399,1082,61,24,8,429.5,1094.0,0.0166435506241331,0.0321052631578947,a9c0f9a9-fa4a-4c31-87a2-06fed8f96e3f,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
"U.S.,",484,1084,102,26,8,535.0,1097.0,0.0180305131761442,0.0536842105263157,71cc5375-7d19-4d09-8375-6974f6949666,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
some,619,1088,83,18,8,660.5,1097.0,0.0124826629680998,0.0436842105263157,6c060dd8-c0f4-4d7e-aec7-671a346b4dac,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
historians,727,1081,217,25,8,835.5,1093.5,0.0173370319001386,0.1142105263157894,6a6c4619-5517-4d98-8a13-1692ead76187,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
credit,970,1081,128,25,8,1034.0,1093.5,0.0173370319001386,0.0673684210526315,ac3c8ece-d859-4f21-8ea7-49757b9a2964,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
sound,1125,1082,107,24,8,1178.5,1094.0,0.0166435506241331,0.0563157894736842,6b7211d7-e1a8-464e-a32a-b84c3980c742,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
with,1254,1081,88,25,8,1298.0,1093.5,0.0173370319001386,0.0463157894736842,a13abcd0-88b1-4bd9-aece-7ab0481c6ab5,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
saving,1367,1081,129,31,8,1431.5,1096.5,0.0214979195561719,0.0678947368421052,4ecea1c3-fc90-4751-9066-0eb852e48ea1,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
the,1521,1082,61,24,8,1551.5,1094.0,0.0166435506241331,0.0321052631578947,c5efb45a-2e3b-411d-aeca-b8e15583a5aa,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
Hollywood,1607,1082,197,29,8,1705.5,1096.5,0.0201109570041608,0.1036842105263158,572ed43f-bee7-4ba6-817c-ad3e187e5224,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
studio,3,1171,127,25,8,66.5,1183.5,0.0173370319001386,0.0668421052631579,368538f4-c655-42fe-b2c1-3f5d962cab80,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
system,157,1175,129,26,8,221.5,1188.0,0.0180305131761442,0.0678947368421052,94753c7e-3f0b-44ea-b913-eb7486cadb0a,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
in,312,1171,40,25,8,332.0,1183.5,0.0173370319001386,0.0210526315789473,96d30bbc-aa55-44b5-8dd3-79606516afe7,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
the,377,1172,61,24,8,407.5,1184.0,0.0166435506241331,0.0321052631578947,cdf62806-3a94-4ef7-b02b-24286d7d9725,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
face,465,1173,83,23,8,506.5,1184.5,0.0159500693481276,0.0436842105263157,c74b7bd7-b55b-4282-a12a-188e1ec41a41,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
of,574,1173,39,23,8,593.5,1184.5,0.0159500693481276,0.0205263157894736,278e49c8-dedd-4265-9fa4-01ec81ac5834,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
the,641,1172,61,24,8,671.5,1184.0,0.0166435506241331,0.0321052631578947,6cd1ef8c-c964-407e-994b-d147f1bbb694,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
Great,727,1175,107,21,8,780.5,1185.5,0.0145631067961165,0.0563157894736842,650288bb-13c0-47ea-b93d-9bc2b5af6d3a,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
Depression.,859,1171,233,31,8,975.5,1186.5,0.0214979195561719,0.1226315789473684,98335d16-80c9-46fb-b5fb-7a96b16fd014,history_of_film_84,"In the case of the U.S., some historians credit sound with saving the Hollywood studio system in the face of the Great Depression."
Thus,1124,1172,84,24,8,1166.0,1184.0,0.0166435506241331,0.0442105263157894,17bcb0ca-ddff-4692-b3e2-5359f87e3c10,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
began,1232,1172,110,30,8,1287.0,1187.0,0.0208044382801664,0.0578947368421052,d0145023-b6ad-4cc6-bc47-52b8e7071a7a,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
what,1364,1172,86,24,8,1407.0,1184.0,0.0166435506241331,0.0452631578947368,76efbb99-9b51-4c3e-8afe-c990ffa3e9ee,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
is,1478,1171,38,25,8,1497.0,1183.5,0.0173370319001386,0.02,66e037f5-cf74-4fae-be3a-f3bfcf175331,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
now,1541,1179,65,17,8,1573.5,1187.5,0.0117891816920943,0.0342105263157894,5f82846f-96a3-451a-a067-4a352311ec96,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
often,1630,1173,108,23,8,1684.0,1184.5,0.0159500693481276,0.0568421052631578,49fd5af0-a64f-4145-8d57-95ce4459eb9b,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
called,1762,1172,130,24,8,1827.0,1184.0,0.0166435506241331,0.0684210526315789,199ffdf0-1365-4766-9ee1-0ebb52860a35,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
"""The",5,1262,81,24,8,45.5,1274.0,0.0166435506241331,0.0426315789473684,6e216ae3-4956-4263-91c2-ac1a9a348823,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
Golden,111,1262,131,24,8,176.5,1274.0,0.0166435506241331,0.0689473684210526,2061fedf-00aa-4736-8776-57ec8848afad,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
Age,264,1265,64,27,8,296.0,1278.5,0.0187239944521497,0.0336842105263157,45273c35-9b0b-4ba0-9401-91983858de8a,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
of,354,1263,39,23,8,373.5,1274.5,0.0159500693481276,0.0205263157894736,431522a1-b33e-404a-aa62-f9a2b33d3bbe,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
"Hollywood"",",419,1262,233,29,8,535.5,1276.5,0.0201109570041608,0.1226315789473684,85c0b999-d120-41f9-bc44-56de0b6bfe84,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
which,682,1261,110,25,8,737.0,1273.5,0.0173370319001386,0.0578947368421052,f9543764-b20e-4901-bb94-317e1454b068,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
refers,816,1263,128,23,8,880.0,1274.5,0.0159500693481276,0.0673684210526315,72b04c03-d453-48b0-b15c-f9d42bc49061,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
roughly,970,1262,151,30,8,1045.5,1277.0,0.0208044382801664,0.0794736842105263,8464e786-3719-4c21-b106-931f5dca00e2,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
to,1147,1265,39,21,8,1166.5,1275.5,0.0145631067961165,0.0205263157894736,92b45016-26bc-4dc9-9141-c54b1395a697,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
the,1213,1262,61,24,8,1243.5,1274.0,0.0166435506241331,0.0321052631578947,6d8ba3ef-91b2-4f1a-8628-d58454f9faea,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
period,1298,1261,132,31,8,1364.0,1276.5,0.0214979195561719,0.0694736842105263,162b064d-fdde-4f5a-8503-a45c42c72828,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
beginning,1452,1261,198,31,8,1551.0,1276.5,0.0214979195561719,0.1042105263157894,5b712c53-729b-4ba2-8685-9d6036892141,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
with,1672,1261,88,25,8,1716.0,1273.5,0.0173370319001386,0.0463157894736842,54737d15-6fa5-420c-911d-47d8876f0042,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
the,1785,1262,61,24,8,1815.5,1274.0,0.0166435506241331,0.0321052631578947,af78b11e-719e-4dec-aaea-a66d8e460b75,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
introduction,4,1351,260,25,8,134.0,1363.5,0.0173370319001386,0.1368421052631579,1b9ff8b5-e262-4b81-a8a0-201f532c6a2d,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
of,288,1353,39,23,8,307.5,1364.5,0.0159500693481276,0.0205263157894736,b34ae8d1-5ab7-4697-b0fa-19cd45dd3a3e,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
sound,355,1352,107,24,8,408.5,1364.0,0.0166435506241331,0.0563157894736842,1d19cbaa-18ba-4e0b-8e67-63b97b117dd3,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
until,485,1351,106,25,8,538.0,1363.5,0.0173370319001386,0.0557894736842105,e54a5b9b-1ef3-49ba-942d-ea358380a76a,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
the,619,1352,61,24,8,649.5,1364.0,0.0166435506241331,0.0321052631578947,2cc303af-c424-43fd-806a-f00d6b93f678,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
late,707,1352,83,24,8,748.5,1364.0,0.0166435506241331,0.0436842105263157,3d61cb9d-c6a1-42d6-af52-49a40b392994,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
1940s.,817,1355,121,21,8,877.5,1365.5,0.0145631067961165,0.0636842105263157,e5831590-70ca-4b58-ac98-4d95a50ed93a,history_of_film_85,"Thus began what is now often called ""The Golden Age of Hollywood"", which refers roughly to the period beginning with the introduction of sound until the late 1940s."
The,970,1352,62,24,8,1001.0,1364.0,0.0166435506241331,0.0326315789473684,c51b0acd-0610-4df2-adcc-7a3d658e0202,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
American,1056,1351,176,25,8,1144.0,1363.5,0.0173370319001386,0.0926315789473684,bf898df6-6c10-4ff5-858c-0d7092644f0f,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
cinema,1256,1351,129,25,8,1320.5,1363.5,0.0173370319001386,0.0678947368421052,7c4d55bc-640a-4c07-b537-5e0fb7267e0a,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
reached,1410,1352,152,24,8,1486.0,1364.0,0.0166435506241331,0.08,f2620e09-fdb8-4d14-8ffb-14d23fc286f7,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
its,1588,1351,60,25,8,1618.0,1363.5,0.0173370319001386,0.031578947368421,44b7124a-c761-46e0-bf5c-86d445b07d34,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
peak,1672,1352,87,30,8,1715.5,1367.0,0.0208044382801664,0.0457894736842105,40277537-b6b0-44e5-83b7-0799bfb11b0e,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
of,1784,1353,39,23,8,1803.5,1364.5,0.0159500693481276,0.0205263157894736,4b93e026-3827-4d6f-b6e0-204cf85b650c,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
efficiently,2,0,239,30,9,121.5,15.0,0.0208044382801664,0.1257894736842105,0ae0012b-1a8c-4b9f-b1f8-eb583a53539d,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
manufactured,264,1,264,24,9,396.0,13.0,0.0166435506241331,0.1389473684210526,974988a5-b142-4d8e-b32c-61bfd39317a7,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
glamour,552,1,149,30,9,626.5,16.0,0.0208044382801664,0.0784210526315789,7d6320af-9332-4bfd-8dc8-396d25648f38,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
and,728,1,64,24,9,760.0,13.0,0.0166435506241331,0.0336842105263157,2b856465-a349-41af-9a5d-79d0bc38f63d,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
global,816,1,127,30,9,879.5,16.0,0.0208044382801664,0.0668421052631579,693bdd4b-847c-4da7-b17e-8ad127391936,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
appeal,970,1,127,30,9,1033.5,16.0,0.0208044382801664,0.0668421052631579,8d200609-4c22-44a9-b317-7995564bba31,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
during,1123,0,131,31,9,1188.5,15.5,0.0214979195561719,0.0689473684210526,1b3fbc8b-6411-4b09-864a-31c7e630f8c9,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
this,1279,0,83,25,9,1320.5,12.5,0.0173370319001386,0.0436842105263157,8ccd6d94-89d3-420c-8717-328172505833,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
period.,1386,0,146,31,9,1459.0,15.5,0.0214979195561719,0.0768421052631578,37b97bf1-d6e4-4f73-928c-b9b921282a3f,history_of_film_86,The American cinema reached its peak of efficiently manufactured glamour and global appeal during this period.
The,1564,1,62,24,9,1595.0,13.0,0.0166435506241331,0.0326315789473684,f742425d-6167-4398-8cdf-516356a62422,history_of_film_87,"The top actors of the era are now thought of as the classic film stars, such as Clark Gable, Humphrey Bogart, and the greatest box office draw of the 1930s, child performer Shirley Temple."
top,1653,4,62,27,9,1684.0,17.5,0.0187239944521497,0.0326315789473684,6cd0427a-6d03-4a18-afbf-7bc9d31ba033,history_of_film_87,"The top actors of the era are now thought of as the classic film stars, such as Clark Gable, Humphrey Bogart, and the greatest box office draw of the 1930s, child performer Shirley Temple."
actors,1740,4,128,21,9,1804.0,14.5,0.0145631067961165,0.0673684210526315,6bfb3c7e-f99f-4739-9b6a-3f75c6765c42,history_of_film_87,"The top actors of the era are now thought of as the classic film stars, such as Clark Gable, Humphrey Bogart, and the greatest box office draw of the 1930s, child performer Shirley Temple."
of,2,92,39,23,9,21.5,103.5,0.0159500693481276,0.0205263157894736,9b93a1de-3c6e-438e-bce1-98d3caa70b7f,history_of_film_87,"The top actors of the era are now thought of as the classic film stars, such as Clark Gable, Humphrey Bogart, and the greatest box office draw of the 1930s, child performer Shirley Temple."
the,69,91,61,24,9,99.5,103.0,0.0166435506241331,0.0321052631578947,0f11631c-7bc5-426a-814e-4a0cc1e92b1a,history_of_film_87,"The top actors of the era are now thought of as the classic film stars, such as Clark Gable, Humphrey Bogart, and the greatest box office draw of the 1930s, child performer Shirley Temple."
era,156,98,63,17,9,187.5,106.5,0.0117891816920943,0.0331578947368421,7bc8b5ef-5f8d-4e4f-a543-41d82c90577f,history_of_film_87,"The top actors of the era are now thought of as the classic film stars, such as Clark Gable, Humphrey Bogart, and the greatest box office draw of the 1930s, child performer Shirley Temple."
are,244,98,62,17,9,275.0,106.5,0.0117891816920943,0.0326315789473684,8bdac9fd-4a98-4007-93d0-64204bef588e,history_of_film_87,"The top actors of the era are now thought of as the classic film stars, such as Clark Gable, Humphrey Bogart, and the greatest box office draw of the 1930s, child performer Shirley Temple."
now,331,98,65,17,9,363.5,106.5,0.0117891816920943,0.0342105263157894,eea2505e-9c5e-492c-8ee1-ac36001a910d,history_of_film_87,"The top actors of the era are now thought of as the classic film stars, such as Clark Gable, Humphrey Bogart, and the greatest box office draw of the 1930s, child performer Shirley Temple."
thought,421,91,149,30,9,495.5,106.0,0.0208044382801664,0.0784210526315789,2022714a-3647-4400-a2a5-9b45cbd780bc,history_of_film_87,"The top actors of the era are now thought of as the classic film stars, such as Clark Gable, Humphrey Bogart, and the greatest box office draw of the 1930s, child performer Shirley Temple."
of,596,92,39,23,9,615.5,103.5,0.0159500693481276,0.0205263157894736,aef4a47b-3a52-4fe8-a6ad-6a2a9124aec7,history_of_film_87,"The top actors of the era are now thought of as the classic film stars, such as Clark Gable, Humphrey Bogart, and the greatest box office draw of the 1930s, child performer Shirley Temple."
