words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key
recent,1762,1175,128,21,0,1826.0,1185.5,0.0145631067961165,0.0673684210526315,b8bd662a-645a-4c9e-b038-6dfc566e5236
"player,",0,1262,146,30,0,73.0,1277.0,0.0208044382801664,0.0768421052631578,9bf697e2-91d0-47f5-bc77-00e6dc67515a
together,179,1262,170,30,0,264.0,1277.0,0.0208044382801664,0.0894736842105263,24262f66-1d85-4c31-b4ed-1f0d492ebe6e
with,374,1261,88,25,0,418.0,1273.5,0.0173370319001386,0.0463157894736842,ff92d0b7-9ae2-46e6-a311-5c6a1a605a6b
her,485,1262,62,24,0,516.0,1274.0,0.0166435506241331,0.0326315789473684,cfac1525-611f-48f6-a7d0-f81aef083488
sister,575,1261,126,25,0,638.0,1273.5,0.0173370319001386,0.0663157894736842,c3599792-7538-4cfb-ba7d-937e17cceca2
Venus,726,1265,108,21,0,780.0,1275.5,0.0145631067961165,0.0568421052631578,6ac21c04-0830-4f4d-98ce-382d662309c3
"Williams,",858,1261,190,29,0,953.0,1275.5,0.0201109570041608,0.1,d08340b4-653b-4824-96b0-d50ec69e7ce3
to,1081,1265,39,21,0,1100.5,1275.5,0.0145631067961165,0.0205263157894736,027b8b83-1f83-4271-8899-3676e9f7c6c9
have,1145,1262,85,24,0,1187.5,1274.0,0.0166435506241331,0.0447368421052631,ff9f66a8-d4f5-44af-9597-aee895b92ef2
held,1255,1262,87,24,0,1298.5,1274.0,0.0166435506241331,0.0457894736842105,be2ac21e-0d04-459e-b6d6-e69d12641871
all,1366,1262,61,24,0,1396.5,1274.0,0.0166435506241331,0.0321052631578947,668b8599-f7b2-4fd6-8d49-e9ae98177a33
four,1455,1263,82,23,0,1496.0,1274.5,0.0159500693481276,0.0431578947368421,f68288b2-db62-461e-aa8c-3d63c9e18823
Grand,1563,1262,109,24,0,1617.5,1274.0,0.0166435506241331,0.0573684210526315,f3c63778-3ee1-41c9-840f-7edfa152861d
Slam,1696,1262,86,24,0,1739.0,1274.0,0.0166435506241331,0.0452631578947368,1fa30032-bea8-4701-b658-1bd9a510845e
women's,0,1355,152,21,0,76.0,1365.5,0.0145631067961165,0.08,4adbabb7-07ae-4a92-bb68-cfa8e70260d3
doubles,177,1352,151,24,0,252.5,1364.0,0.0166435506241331,0.0794736842105263,e2746dba-3b23-4209-8946-d1e937e07847
titles,355,1351,127,25,0,418.5,1363.5,0.0173370319001386,0.0668421052631579,cf51bc15-dfe9-40f5-b160-a278dfe672d3
simultaneously,509,1351,304,30,0,661.0,1366.0,0.0208044382801664,0.16,e4381718-e27c-4dfb-9d6c-f8b3b8cfe99c
(2009-10).,846,1352,202,27,0,947.0,1365.5,0.0187239944521497,0.1063157894736842,6cc60e4b-9023-4ee3-82ef-90077e2f2522
Her,1079,1355,62,21,0,1110.0,1365.5,0.0145631067961165,0.0326315789473684,07ee3215-8efb-463a-b234-98f3d29552ee
total,1169,1352,104,24,0,1221.0,1364.0,0.0166435506241331,0.0547368421052631,62e81845-ab9e-4f0d-9249-267677a5a1d7
of,1300,1353,39,23,0,1319.5,1364.5,0.0159500693481276,0.0205263157894736,5871730f-0c35-4728-b6e4-4c11b9344c92
21,1366,1355,39,21,0,1385.5,1365.5,0.0145631067961165,0.0205263157894736,320f6b76-a2bc-41d5-a5da-35b3b4e255ff
Grand,1431,1352,109,24,0,1485.5,1364.0,0.0166435506241331,0.0573684210526315,32be84b1-80ba-4484-aac4-77c2ce068c7c
Slam,1564,1352,86,24,0,1607.0,1364.0,0.0166435506241331,0.0452631578947368,7e16d9e9-daf7-4542-a166-a537d93ef248
singles,1675,1351,149,31,0,1749.5,1366.5,0.0214979195561719,0.0784210526315789,bd9e0339-504c-4577-aec9-fbfa0fe0a3a7
titles,3,0,127,25,1,66.5,12.5,0.0173370319001386,0.0668421052631579,1392f497-f6ba-451b-bccc-e5755144bdbc
is,158,0,38,25,1,177.0,12.5,0.0173370319001386,0.02,78b29c85-a3fe-49d0-ad9d-489f9958780d
third,223,0,107,25,1,276.5,12.5,0.0173370319001386,0.0563157894736842,43da0924-bf71-4b87-878a-ac397a7779c4
on,354,8,42,17,1,375.0,16.5,0.0117891816920943,0.0221052631578947,8da73fca-aa6e-4a8b-b0c3-294f70ebf43b
the,421,1,61,24,1,451.5,13.0,0.0166435506241331,0.0321052631578947,b6e6d54a-5294-40dd-981f-67245c45547a
all-time,508,0,172,25,1,594.0,12.5,0.0173370319001386,0.0905263157894736,d4ae7d5f-2fb8-4237-a92d-2994dbc541d1
list,707,0,83,25,1,748.5,12.5,0.0173370319001386,0.0436842105263157,44c6c93f-1e1c-4a8e-9bf8-798d5cf17fbd
behind,814,0,132,25,1,880.0,12.5,0.0173370319001386,0.0694736842105263,62064177-9878-44c5-94ae-d21183931d47
Margaret,968,4,174,27,1,1055.0,17.5,0.0187239944521497,0.091578947368421,9c757c13-5005-4e59-a824-3e993d429f7a
Court,1168,4,106,21,1,1221.0,14.5,0.0145631067961165,0.0557894736842105,3ad22df9-2f6e-46a3-adac-3d6090eb9a11
(24),1308,1,68,27,1,1342.0,14.5,0.0187239944521497,0.0357894736842105,ceae1764-b548-4ae2-9941-3055dc281a1f
and,1410,1,64,24,1,1442.0,13.0,0.0166435506241331,0.0336842105263157,87ac074c-c28d-4b89-87b0-131cb95fa6d8
Steffi,1498,0,128,25,1,1562.0,12.5,0.0173370319001386,0.0673684210526315,69875ba1-1e68-4b58-ad53-c2270bde5701
Graf,1651,2,84,23,1,1693.0,13.5,0.0159500693481276,0.0442105263157894,b7e3ca9c-5892-4deb-8a9c-d4e15fbdafc3
"(22),",1770,1,92,28,1,1816.0,15.0,0.0194174757281553,0.0484210526315789,f594b4ad-b551-42be-9348-cfda23d8c63c
and,2,91,64,24,1,34.0,103.0,0.0166435506241331,0.0336842105263157,9199e8b9-aa8d-4a35-a011-68c06a015fac
second,91,91,129,24,1,155.5,103.0,0.0166435506241331,0.0678947368421052,67035a73-8e99-40cb-a729-afca2a925832
in,246,90,40,25,1,266.0,102.5,0.0173370319001386,0.0210526315789473,2ba6d5ec-6131-4c92-b73b-ad3ae4e766b7
the,311,91,61,24,1,341.5,103.0,0.0166435506241331,0.0321052631578947,904cef60-cf73-44eb-97cb-1b37ae5380f5
Open,397,94,87,27,1,440.5,107.5,0.0187239944521497,0.0457894736842105,9f3c62f8-f4d4-4418-a4b1-531244953166
"Era,",508,94,78,25,1,547.0,106.5,0.0173370319001386,0.0410526315789473,a255333b-0b42-49a6-b902-313530c441b7
behind,616,90,132,25,1,682.0,102.5,0.0173370319001386,0.0694736842105263,fdba4319-a09f-4a70-a16a-870e702b5d5a
only,772,91,85,29,1,814.5,105.5,0.0201109570041608,0.0447368421052631,960e30f8-4e33-4026-8bb8-b8723ed53419
Graf.,881,92,101,23,1,931.5,103.5,0.0159500693481276,0.0531578947368421,ed34213c-5d34-4a1a-871f-3daf89e67f8a
She,1014,91,62,24,1,1045.0,103.0,0.0166435506241331,0.0326315789473684,b96d038f-9bab-4c52-96d2-ea4a2ebb8d7e
is,1104,90,38,25,1,1123.0,102.5,0.0173370319001386,0.02,cc8c4f8d-3c16-4782-998f-04a888afa3f2
the,1169,91,61,24,1,1199.5,103.0,0.0166435506241331,0.0321052631578947,56d87b9c-dbf0-474c-92f3-063df4ed6d33
only,1256,91,85,29,1,1298.5,105.5,0.0201109570041608,0.0447368421052631,e9980f9a-cc32-44c4-a5c0-e554ea85fd03
tennis,1367,90,127,25,1,1430.5,102.5,0.0173370319001386,0.0668421052631579,11c115bf-e667-408a-90eb-787fedd80aba
player,1518,91,129,30,1,1582.5,106.0,0.0208044382801664,0.0678947368421052,981e1557-5767-4cb6-8f75-ea3f4c61c3cb
-,1678,103,10,3,1,1683.0,104.5,0.0020804438280166,0.0052631578947368,8d290545-8bef-41a1-8123-78dde2bf92af
female,1719,91,127,24,1,1782.5,103.0,0.0166435506241331,0.0668421052631579,5fd943e3-e156-4649-8fff-07b3fcd5838f
or,2,188,39,17,1,21.5,196.5,0.0117891816920943,0.0205263157894736,5eb0fb37-60e9-4840-800a-0b99a161beec
male,66,181,86,24,1,109.0,193.0,0.0166435506241331,0.0452631578947368,21bf3026-f21c-41bf-98fe-b5c875917511
-,182,193,10,3,1,187.0,194.5,0.0020804438280166,0.0052631578947368,b5a313cb-61fd-4daa-b417-d2d69ec47399
to,223,184,39,21,1,242.5,194.5,0.0145631067961165,0.0205263157894736,522958b5-403e-4e9f-9cf4-e2d4bdb2afc4
have,287,181,85,24,1,329.5,193.0,0.0166435506241331,0.0447368421052631,28a6e40b-8b59-439a-b557-1fef0646b556
won,396,188,66,17,1,429.0,196.5,0.0117891816920943,0.0347368421052631,6298984d-ee5b-4f55-9fab-92423fa62d4d
singles,487,180,149,31,1,561.5,195.5,0.0214979195561719,0.0784210526315789,665f0d40-f805-4a80-a2dd-a783737966ce
titles,663,180,127,25,1,726.5,192.5,0.0173370319001386,0.0668421052631579,12614500-065c-43b1-ad5f-1ae96c4a6dbd
at,816,184,40,21,1,836.0,194.5,0.0145631067961165,0.0210526315789473,9e446fe0-6300-42da-a926-6710bf5727b2
least,883,181,105,24,1,935.5,193.0,0.0166435506241331,0.0552631578947368,a9902900-cc77-4a79-a2a7-fb67ad6ae6ea
six,1015,180,63,25,1,1046.5,192.5,0.0173370319001386,0.0331578947368421,67e67c86-e2e0-47ae-b966-03e940f9c356
times,1103,180,105,25,1,1155.5,192.5,0.0173370319001386,0.0552631578947368,f06721b9-411a-4441-ad2c-afbdf06183e5
in,1236,180,40,25,1,1256.0,192.5,0.0173370319001386,0.0210526315789473,05f628e6-b260-4b4f-b573-2533db02b848
three,1301,181,105,24,1,1353.5,193.0,0.0166435506241331,0.0552631578947368,38001b5e-ec7c-4f81-bf92-7cb563e14d42
of,1432,182,39,23,1,1451.5,193.5,0.0159500693481276,0.0205263157894736,287c406f-0be0-41cf-a0af-8a6bfab1cf37
the,1499,181,61,24,1,1529.5,193.0,0.0166435506241331,0.0321052631578947,5c67ea9e-7371-4ba2-a121-1537f12a7348
four,1587,182,82,23,1,1628.0,193.5,0.0159500693481276,0.0431578947368421,ed6efca6-f28b-4a7c-93cc-015c7eab436f
Grand,1695,181,109,24,1,1749.5,193.0,0.0166435506241331,0.0573684210526315,4e03be95-72f6-49fc-b247-7a5b0acdc136
Slam,2,271,86,24,1,45.0,283.0,0.0166435506241331,0.0452631578947368,14dae50a-42a0-4390-93a7-77f078a0e33e
tournaments.,113,274,253,21,1,239.5,284.5,0.0145631067961165,0.1331578947368421,1b7334d1-4e0b-441e-824f-bf2316a2ce85
She,398,271,62,24,1,429.0,283.0,0.0166435506241331,0.0326315789473684,75b7b315-125f-4654-bb25-2fed4f4b4de3
has,485,271,63,24,1,516.5,283.0,0.0166435506241331,0.0331578947368421,b8592b63-73ae-480b-bff1-6c629fe450f7
won,572,278,66,17,1,605.0,286.5,0.0117891816920943,0.0347368421052631,a4ac15cb-5fc0-48ef-afab-a953a618e102
13,663,274,38,21,1,682.0,284.5,0.0145631067961165,0.02,e5d11cff-0dfd-45e7-a0fe-50aa3d61a4fc
Grand,727,271,109,24,1,781.5,283.0,0.0166435506241331,0.0573684210526315,9211ca80-b23f-4600-b4a8-23061fae82e4
Slam,860,271,86,24,1,903.0,283.0,0.0166435506241331,0.0452631578947368,5d0a23a0-e951-4fd3-97b5-fa0863beca34
doubles,969,271,151,24,1,1044.5,283.0,0.0166435506241331,0.0794736842105263,5f68796a-5fd1-4660-91ae-9eafeb740825
titles,1147,270,127,25,1,1210.5,282.5,0.0173370319001386,0.0668421052631579,d1f03f26-e4f9-4521-976d-5747828a2b72
with,1298,270,88,25,1,1342.0,282.5,0.0173370319001386,0.0463157894736842,968af67b-3138-49de-8d42-71fb33b918d2
her,1409,271,62,24,1,1440.0,283.0,0.0166435506241331,0.0326315789473684,ca847f8c-b6df-4616-a61e-57e66b2a5810
sister,1499,270,126,25,1,1562.0,282.5,0.0173370319001386,0.0663157894736842,24e8234d-493b-44a8-a9b8-ab83beb721ae
"Venus,",1650,274,124,25,1,1712.0,286.5,0.0173370319001386,0.0652631578947368,3540fb35-02e6-4230-9fbf-358a2f9bf9d2
and,1806,271,64,24,1,1838.0,283.0,0.0166435506241331,0.0336842105263157,de8e0367-fd39-4411-bd12-2d6d775c434a
the,3,361,61,24,1,33.5,373.0,0.0166435506241331,0.0321052631578947,bbac0b56-d59e-4024-acd6-bac9fe0e45c4
pair,88,360,85,31,1,130.5,375.5,0.0214979195561719,0.0447368421052631,7b74537e-cadd-4a3d-aef7-8db3f7452c1a
is,202,360,38,25,1,221.0,372.5,0.0173370319001386,0.02,fcc3f864-9cdb-4557-bbdf-09d8eda8c00d
unbeaten,265,361,175,24,1,352.5,373.0,0.0166435506241331,0.0921052631578947,2a410968-e4c9-4475-bf83-219d443bda8f
in,466,360,40,25,1,486.0,372.5,0.0173370319001386,0.0210526315789473,e0597564-29bb-458a-9e30-fe78fe625c95
Grand,529,361,109,24,1,583.5,373.0,0.0166435506241331,0.0573684210526315,445c14e8-fd61-4494-90ab-8a9e9588c636
Slam,662,361,86,24,1,705.0,373.0,0.0166435506241331,0.0452631578947368,854badbd-a2c0-4b50-b4af-e057634705cb
tournament,773,364,215,21,1,880.5,374.5,0.0145631067961165,0.1131578947368421,54e8e79e-c1ac-444b-98f1-9f3619899ba2
finals.,1015,360,143,25,1,1086.5,372.5,0.0173370319001386,0.0752631578947368,e8086545-0ffb-4d60-bda1-d4d77da9e68b
Williams,1188,360,174,25,1,1275.0,372.5,0.0173370319001386,0.091578947368421,326f799e-ef0c-4094-aa8c-78e1aaa5060d
is,1390,360,38,25,1,1409.0,372.5,0.0173370319001386,0.02,940356f4-6d3a-451e-aa2e-0e0f105515ed
also,1454,361,84,24,1,1496.0,373.0,0.0166435506241331,0.0442105263157894,535d5609-f37c-4cf0-883d-fdb443d6cdc0
a,1564,368,19,17,1,1573.5,376.5,0.0117891816920943,0.01,8560f2c6-257e-43ac-8b2f-af6fea80100e
five-time,1609,360,193,25,1,1705.5,372.5,0.0173370319001386,0.101578947368421,5cd5df48-7e62-46bb-9e5d-0ea75003006a
winner,0,450,129,25,1,64.5,462.5,0.0173370319001386,0.0678947368421052,61339aa7-036c-4635-8daf-0c291beba777
of,156,452,39,23,1,175.5,463.5,0.0159500693481276,0.0205263157894736,488c2fcf-39d7-4c76-97b9-e9a745382b45
the,223,451,61,24,1,253.5,463.0,0.0166435506241331,0.0321052631578947,5ce49e9e-417e-4282-a2d5-1609d5da602a
WTA,308,454,66,21,1,341.0,464.5,0.0145631067961165,0.0347368421052631,4c7bc91c-445d-4044-8c0b-341cf52a4b61
Tour,398,454,83,21,1,439.5,464.5,0.0145631067961165,0.0436842105263157,231254ee-bf18-4e9b-9ea3-6cb13e475761
Championships.,508,450,298,31,1,657.0,465.5,0.0214979195561719,0.1568421052631579,0791cf97-0291-4dae-a89a-9bbc415dd110
The,838,451,62,24,1,869.0,463.0,0.0166435506241331,0.0326315789473684,29396254-cea5-41b8-82b1-eebc3cc6f8b3
arrival,926,450,149,25,1,1000.5,462.5,0.0173370319001386,0.0784210526315789,a1d10209-d94f-43d9-a354-b3473e89600f
of,1102,452,39,23,1,1121.5,463.5,0.0159500693481276,0.0205263157894736,b937ed40-ef65-4b4b-bc75-0f3581f852d0
the,1169,451,61,24,1,1199.5,463.0,0.0166435506241331,0.0321052631578947,c4e2ea30-d7c7-4b6a-9d6d-4e83566f03d5
Williams,1254,450,174,25,1,1341.0,462.5,0.0173370319001386,0.091578947368421,100e3750-4b20-4188-ae82-2b15325fa061
sisters,1455,450,149,25,1,1529.5,462.5,0.0173370319001386,0.0784210526315789,aeff5d90-22f3-4274-991e-22f19b3d6ba3
has,1629,451,63,24,1,1660.5,463.0,0.0166435506241331,0.0331578947368421,7b75a87e-200c-4fd8-8c8a-6a62997b027f
been,1716,451,88,24,1,1760.0,463.0,0.0166435506241331,0.0463157894736842,402532d6-b237-4160-b7bd-97e24478adb7
credited,2,540,174,25,1,89.0,552.5,0.0173370319001386,0.091578947368421,a76d391c-8b67-4a85-95c1-83c9573344c2
with,198,540,88,25,1,242.0,552.5,0.0173370319001386,0.0463157894736842,1100783b-18f4-4f67-8e70-637806ed099b
launching,311,540,195,31,1,408.5,555.5,0.0214979195561719,0.1026315789473684,146dbb79-0fd4-49ae-88a6-06982291c0be
a,530,548,19,17,1,539.5,556.5,0.0117891816920943,0.01,9cb0a8fb-c92c-4376-aef0-cfcea92301e6
new,573,548,65,17,1,605.5,556.5,0.0117891816920943,0.0342105263157894,6dc499fc-bd8f-4c08-9f82-98ece30ca26b
era,662,548,63,17,1,693.5,556.5,0.0117891816920943,0.0331578947368421,3fc9ee9a-0770-4fae-8477-076b686a4541
of,750,542,39,23,1,769.5,553.5,0.0159500693481276,0.0205263157894736,9b76fca3-f16a-4a79-a5a4-f8fcd7e4d97a
power,814,548,107,23,1,867.5,559.5,0.0159500693481276,0.0563157894736842,2b31ac37-b35a-4fca-9d42-ef7abc2bcbb7
tennis,949,540,127,25,1,1012.5,552.5,0.0173370319001386,0.0668421052631579,e26450e8-28ef-4d12-bd3f-90fb2c157327
in,1104,540,40,25,1,1124.0,552.5,0.0173370319001386,0.0210526315789473,ca593cb6-1d64-4879-8e27-bcc1f341e1e0
the,1169,541,61,24,1,1199.5,553.0,0.0166435506241331,0.0321052631578947,1a6bfb83-70ce-40ca-9e01-ed5ec25dfd34
women's,1254,544,152,21,1,1330.0,554.5,0.0145631067961165,0.08,f715a6b2-c14b-45ce-9c60-41fdfbc9456c
game.,1432,548,100,23,1,1482.0,559.5,0.0159500693481276,0.0526315789473684,aab0e6cd-6d56-4880-9c07-eb754a99fcee
Williams,1562,540,174,25,1,1649.0,552.5,0.0173370319001386,0.091578947368421,08654de6-3201-484b-b317-75627a9874f5
has,1761,541,63,24,1,1792.5,553.0,0.0166435506241331,0.0331578947368421,cad0797f-30c2-47db-8830-f346edef7706
won,0,638,66,17,1,33.0,646.5,0.0117891816920943,0.0347368421052631,78c23c37-05b9-40c4-83f3-c38f7c73cfaa
four,91,632,82,23,1,132.0,643.5,0.0159500693481276,0.0431578947368421,e5a88b6a-ab8d-440c-b753-e592d66c91a0
Olympic,199,630,151,31,1,274.5,645.5,0.0214979195561719,0.0794736842105263,859c0142-fa24-446c-879e-a829919d4e74
gold,376,631,86,30,1,419.0,646.0,0.0208044382801664,0.0452631578947368,d397a191-0d7f-4d3b-86b5-eeb497d09057
"medals,",484,631,146,28,1,557.0,645.0,0.0194174757281553,0.0768421052631578,977c181a-6806-4b8a-819b-0227907dfbf3
one,662,638,62,17,1,693.0,646.5,0.0117891816920943,0.0326315789473684,ad72ef0a-b381-4fcc-b4ea-984decd21cc6
in,752,630,40,25,1,772.0,642.5,0.0173370319001386,0.0210526315789473,fbc61378-c105-484f-a71f-c40ad2c43b2c
women's,814,634,152,21,1,890.0,644.5,0.0145631067961165,0.08,101b5dab-2479-4287-aae2-4b2c42a996d8
singles,993,630,149,31,1,1067.5,645.5,0.0214979195561719,0.0784210526315789,1b3f403a-728e-4ff5-8b72-84e1a7b66d15
and,1168,631,64,24,1,1200.0,643.0,0.0166435506241331,0.0336842105263157,8494f2d7-666a-4213-ba09-ee862919af08
three,1257,631,105,24,1,1309.5,643.0,0.0166435506241331,0.0552631578947368,97ac959f-1bc6-49d9-be3b-97b664ec71e2
in,1390,630,40,25,1,1410.0,642.5,0.0173370319001386,0.0210526315789473,c03c21be-eb9b-495f-828a-6e7718251a56
women's,1452,634,152,21,1,1528.0,644.5,0.0145631067961165,0.08,49ff93ef-4b98-4e56-bd3b-3477eb51fb18
"doubles,",1629,631,167,28,1,1712.5,645.0,0.0194174757281553,0.0878947368421052,e23e93c4-a0f2-41af-ac68-3a4d45046c1c
an,1828,638,42,17,1,1849.0,646.5,0.0117891816920943,0.0221052631578947,7bdefad4-c14d-4782-8ac3-ad4d1c848abb
all-time,2,721,172,25,1,88.0,733.5,0.0173370319001386,0.0905263157894736,3f7a54ab-29f4-4950-a1af-e99d99520c55
record,200,722,130,24,1,265.0,734.0,0.0166435506241331,0.0684210526315789,dd4965af-24c8-4266-9923-7fe25766770d
shared,355,722,129,24,1,419.5,734.0,0.0166435506241331,0.0678947368421052,5bbcfcaa-f806-49fc-a0d4-24ae64aab2cb
with,506,721,88,25,1,550.0,733.5,0.0173370319001386,0.0463157894736842,1dbc3d00-4764-4cde-9e00-6a91d0e42a7a
her,617,722,62,24,1,648.0,734.0,0.0166435506241331,0.0326315789473684,8fcae829-c46f-41f7-b91a-32355fef37a9
sister,707,721,126,25,1,770.0,733.5,0.0173370319001386,0.0663157894736842,8cf0c7ba-cb67-4c33-bbed-7968f14eafa4
Venus,858,725,108,21,1,912.0,735.5,0.0145631067961165,0.0568421052631578,bc1e5613-6c92-4f72-9d0d-532eedbc9b7a
Williams.,990,721,190,25,1,1085.0,733.5,0.0173370319001386,0.1,d5d3575e-1931-4242-b2b3-8ad466fff84e
Serena,68,814,129,22,1,132.5,825.0,0.015256588072122,0.0678947368421052,51b12742-8c88-480c-946a-01540c307a29
Jameka,222,812,129,24,1,286.5,824.0,0.0166435506241331,0.0678947368421052,1aadeaea-a687-4b4f-8e30-31017ebbdea1
Williams,374,811,174,25,1,461.0,823.5,0.0173370319001386,0.091578947368421,b838b01b-4e9b-42be-84d6-e06a36123e56
was,572,818,64,18,1,604.0,827.0,0.0124826629680998,0.0336842105263157,235e0aa7-085e-4386-99ed-7fcb88ae8dfd
born,660,812,88,24,1,704.0,824.0,0.0166435506241331,0.0463157894736842,d653119c-7806-4320-9032-b7e6047f7fa1
in,774,811,40,25,1,794.0,823.5,0.0173370319001386,0.0210526315789473,a45bd564-172e-4498-845d-923e0a3a996b
"Saginaw,",838,811,166,31,1,921.0,826.5,0.0214979195561719,0.0873684210526315,3a900e62-0b8f-4e76-9082-3a3d3f28b27d
"Michigan,",1034,811,190,31,1,1129.0,826.5,0.0214979195561719,0.1,eaa1408b-9118-4835-8212-263da9f9eb9b
to,1257,815,39,21,1,1276.5,825.5,0.0145631067961165,0.0205263157894736,0bde2af8-4cdb-4e6e-8884-2aaf359bce19
Richard,1321,811,153,25,1,1397.5,823.5,0.0173370319001386,0.0805263157894736,cdc523a0-70a2-469a-ac20-aa64b351e39a
Williams,1496,811,174,25,1,1583.0,823.5,0.0173370319001386,0.091578947368421,d5eeee48-2ccb-4e11-a23e-8cbe4de91b64
and,1696,812,64,24,1,1728.0,824.0,0.0166435506241331,0.0336842105263157,3266e49e-9735-4360-a09e-769e7d232eae
Oracene,1,905,151,21,1,76.5,915.5,0.0145631067961165,0.0794736842105263,6e1974dc-fc0c-44aa-b8b0-206e38703154
"Price,",178,901,122,29,1,239.0,915.5,0.0201109570041608,0.0642105263157894,2ece781c-1e6a-4d50-a10f-919717ac1932
and,332,902,64,24,1,364.0,914.0,0.0166435506241331,0.0336842105263157,b76aa78a-d86e-4b4d-a7ce-e8a34a659295
is,422,901,38,25,1,441.0,913.5,0.0173370319001386,0.02,330e4743-d517-4e37-8718-2ca199b2f5d5
the,487,902,61,24,1,517.5,914.0,0.0166435506241331,0.0321052631578947,3ce75581-7c69-4221-ab1c-82a03e0f6a0b
youngest,572,905,174,27,1,659.0,918.5,0.0187239944521497,0.091578947368421,fd3cee52-1790-4c2f-975e-b4edae220cd1
of,772,903,39,23,1,791.5,914.5,0.0159500693481276,0.0205263157894736,e7280cd1-8eb9-4313-9e5b-bc757bd0c642
Price's,838,901,150,25,1,913.0,913.5,0.0173370319001386,0.0789473684210526,f0ddf7b8-1bdb-4878-b190-7661567b1c74
five,1015,901,83,25,1,1056.5,913.5,0.0173370319001386,0.0436842105263157,c704e4aa-2a2c-4cce-8991-ff813bac613e
daughters:,1123,902,211,30,1,1228.5,917.0,0.0208044382801664,0.1110526315789473,c5373e09-f23d-4dd9-899b-3d5ab9099be4
half-sisters,1365,901,261,25,1,1495.5,913.5,0.0173370319001386,0.1373684210526315,e986292e-ece4-4f7c-aa86-248c9d1f3745
"Yetunde,",1651,902,167,28,1,1734.5,916.0,0.0194174757281553,0.0878947368421052,f69dacdc-ad86-452c-8593-415793aee117
Lyndrea,2,992,151,29,1,77.5,1006.5,0.0201109570041608,0.0794736842105263,c9d9945e-d9b4-46c2-b432-9b7549243cf9
and,178,992,64,24,1,210.0,1004.0,0.0166435506241331,0.0336842105263157,73efd9c2-6c6d-4df2-ae45-f5cf0a9a94d6
Isha,267,992,84,24,1,309.0,1004.0,0.0166435506241331,0.0442105263157894,0feb9746-d03b-4448-ba39-f45d94e8648a
"Price,",376,991,122,29,1,437.0,1005.5,0.0201109570041608,0.0642105263157894,e62b47d1-72f8-4991-8759-0072ea4435bd
and,530,992,64,24,1,562.0,1004.0,0.0166435506241331,0.0336842105263157,30dfc238-ce95-4856-806b-7cf2607511a0
full,619,992,82,24,1,660.0,1004.0,0.0166435506241331,0.0431578947368421,58724e73-d6ac-4f4f-b150-5cdfaca2c108
sister,729,991,126,25,1,792.0,1003.5,0.0173370319001386,0.0663157894736842,790761e6-0f70-44f4-a057-914e69c77c20
Venus.,880,995,124,21,1,942.0,1005.5,0.0145631067961165,0.0652631578947368,511032e4-9d92-40dd-ae02-3a2d4f61ac19
When,1034,992,88,24,1,1078.0,1004.0,0.0166435506241331,0.0463157894736842,b41c7d41-2b7e-401e-9ceb-61fd33c45ff9
the,1147,992,61,24,1,1177.5,1004.0,0.0166435506241331,0.0321052631578947,5bfbaaf2-8f2b-46db-9ad1-a24f1cf0bc71
children,1234,991,174,25,1,1321.0,1003.5,0.0173370319001386,0.091578947368421,95cc7bfa-bc71-4388-aeca-35d940c29b9f
were,1430,999,86,17,1,1473.0,1007.5,0.0117891816920943,0.0452631578947368,77a9f2a0-9e7f-4f37-af9f-469f55bd98f4
"young,",1540,999,124,23,1,1602.0,1010.5,0.0159500693481276,0.0652631578947368,51584160-f7df-4626-bd36-a6d6bf33b241
the,1697,992,61,24,1,1727.5,1004.0,0.0166435506241331,0.0321052631578947,c9a7e200-2fa9-4f93-a096-6c184193a0a8
family,3,1081,128,30,1,67.0,1096.0,0.0208044382801664,0.0673684210526315,a20a752b-a795-4d50-819b-a098a20f6400
moved,154,1082,110,24,1,209.0,1094.0,0.0166435506241331,0.0578947368421052,4e33d766-5478-461e-8e5b-32a8486057cb
to,289,1085,39,21,1,308.5,1095.5,0.0145631067961165,0.0205263157894736,2ce781b9-a4fb-453d-9c85-ddc76885761a
"Compton,",354,1085,166,27,1,437.0,1098.5,0.0187239944521497,0.0873684210526315,ee36daa7-b793-4653-b40f-dd403e152d60
"California,",552,1081,232,29,1,668.0,1095.5,0.0201109570041608,0.1221052631578947,bde9cccb-461c-4bb3-a452-d59c9a48cae9
where,814,1082,108,24,1,868.0,1094.0,0.0166435506241331,0.0568421052631578,b7ecf916-d18c-49e8-b994-b8156e6a89b6
Williams,946,1081,174,25,1,1033.0,1093.5,0.0173370319001386,0.091578947368421,6b62990e-fb21-413f-a7f4-b5c99b0b716d
