words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key
year.,1276,368,102,22,3,1327.0,379.0,0.015256588072122,0.0536842105263157,ba830a03-d5c7-42d1-9eb9-456d4abb72e1
A,1408,364,22,21,3,1419.0,374.5,0.0145631067961165,0.011578947368421,95403325-179e-4d42-8ef2-5760c4367d14
lesser-quality,1455,360,304,31,3,1607.0,375.5,0.0214979195561719,0.16,0402c2ed-d7c3-4648-81c9-25f15a6749da
photograph,0,451,220,30,3,110.0,466.0,0.0208044382801664,0.1157894736842105,a449f2e1-3ed1-445f-a46e-bed63ccad913
taken,245,451,107,24,3,298.5,463.0,0.0166435506241331,0.0563157894736842,664c56e8-d319-403b-8213-e32306a10baf
on,376,458,42,17,3,397.0,466.5,0.0117891816920943,0.0221052631578947,9eaeab39-07be-430b-b0fb-cde1917e03f6
21,442,454,39,21,3,461.5,464.5,0.0145631067961165,0.0205263157894736,32f945bb-4da2-4485-aa82-c43c3ab77906
January,508,454,151,26,3,583.5,467.0,0.0180305131761442,0.0794736842105263,9a333216-ac96-484b-90b6-1da045b54e51
helped,683,451,131,30,3,748.5,466.0,0.0208044382801664,0.0689473684210526,82b7296f-ca70-479c-8f02-f889d9fe7968
confirm,838,450,152,25,3,914.0,462.5,0.0173370319001386,0.08,ab1c29ec-2339-458f-8108-8f0638138d1c
the,1015,451,61,24,3,1045.5,463.0,0.0166435506241331,0.0321052631578947,057a4908-869e-4e6f-8af3-f6a188302472
movement.,1100,454,190,21,3,1195.0,464.5,0.0145631067961165,0.1,803f1437-1e58-4257-bd9f-c60a78d221af
After,66,542,107,23,3,119.5,553.5,0.0159500693481276,0.0563157894736842,423d67e4-34a7-4ccb-9fe8-32d683bece25
the,201,541,61,24,3,231.5,553.0,0.0166435506241331,0.0321052631578947,d965ca2c-2da4-4e66-932a-22b2ae2c0ebf
observatory,288,541,239,29,3,407.5,555.5,0.0201109570041608,0.1257894736842105,9e0c102c-5dcd-4672-bc34-9a42250a19ef
obtained,552,540,174,25,3,639.0,552.5,0.0173370319001386,0.091578947368421,222c8f4b-9c82-4561-95cd-768285fae08b
further,751,541,148,24,3,825.0,553.0,0.0166435506241331,0.0778947368421052,3b9c6806-17a3-4892-88d0-c0cd33517433
confirmatory,926,540,261,30,3,1056.5,555.0,0.0208044382801664,0.1373684210526315,88db42ed-d8e8-407a-b130-82dea62bf18d
"photographs,",1210,541,256,30,3,1338.0,556.0,0.0208044382801664,0.1347368421052631,3198bb01-d789-4217-89a3-67f65808469c
news,1497,547,85,18,3,1539.5,556.0,0.0124826629680998,0.0447368421052631,1971f760-fadc-46d8-a342-958bc6d45f95
of,1608,542,39,23,3,1627.5,553.5,0.0159500693481276,0.0205263157894736,6b61014f-6baf-4c44-b2c6-2ac012fdd1ef
the,1675,541,61,24,3,1705.5,553.0,0.0166435506241331,0.0321052631578947,1af3e6be-29f6-4301-8c76-8200bd4c6ed4
discovery,1,630,196,30,3,99.0,645.0,0.0208044382801664,0.1031578947368421,1ab85554-da6b-46ed-951b-68c831be6d7d
was,220,637,64,18,3,252.0,646.0,0.0124826629680998,0.0336842105263157,fad98181-34c8-498c-88e4-71318c537f50
telegraphed,311,631,239,30,3,430.5,646.0,0.0208044382801664,0.1257894736842105,ce457817-5ff1-4858-80d7-74df170aab6c
to,575,634,39,21,3,594.5,644.5,0.0145631067961165,0.0205263157894736,7898f2bd-8d04-451f-b8e7-2c71ef43a134
the,641,631,61,24,3,671.5,643.0,0.0166435506241331,0.0321052631578947,4fd900c9-2420-43bd-aa33-1735ae1f9e1a
Harvard,727,631,153,24,3,803.5,643.0,0.0166435506241331,0.0805263157894736,34e46e33-785a-4a61-a35a-3fcbab47debe
College,904,631,150,30,3,979.0,646.0,0.0208044382801664,0.0789473684210526,c05d3162-f52c-4822-9b51-a5241c058a85
Observatory,1079,631,240,29,3,1199.0,645.5,0.0201109570041608,0.1263157894736842,6c1e358b-e803-4cfe-b2bd-d5d95fa544b8
on,1344,638,42,17,3,1365.0,646.5,0.0117891816920943,0.0221052631578947,b8084202-d0e2-4f3b-9f16-22f2c6aa270c
13,1411,634,38,21,3,1430.0,644.5,0.0145631067961165,0.02,167281f2-560d-4dbf-ba49-d4b9d478027b
March,1474,631,110,24,3,1529.0,643.0,0.0166435506241331,0.0578947368421052,f697d150-b7a0-4ef4-8acd-9425d0a0728b
1930.,1609,634,99,21,3,1658.5,644.5,0.0145631067961165,0.0521052631578947,833d7d9f-ec39-4da0-9fef-8185d085b1cb
The,1740,631,62,24,3,1771.0,643.0,0.0166435506241331,0.0326315789473684,92b5a007-175b-4060-8220-6dd578e3828f
discovery,1,721,196,30,3,99.0,736.0,0.0208044382801664,0.1031578947368421,c80ed052-6944-46f3-ab9b-9d0f8d0de21b
made,220,722,86,24,3,263.0,734.0,0.0166435506241331,0.0452631578947368,9596cb22-8832-4315-87fe-7a6b32239543
headlines,331,721,195,25,3,428.5,733.5,0.0173370319001386,0.1026315789473684,8f33b326-1a6c-4010-84f1-b8d73ff11616
around,552,722,130,24,3,617.0,734.0,0.0166435506241331,0.0684210526315789,73a5f246-a402-40c3-8423-106e95bc46af
the,707,722,61,24,3,737.5,734.0,0.0166435506241331,0.0321052631578947,b6000f81-cf33-462b-a621-aad63e7477a5
globe.,794,722,122,30,3,855.0,737.0,0.0208044382801664,0.0642105263157894,bf59c133-65c1-44f1-80d4-37c068744386
The,948,722,62,24,3,979.0,734.0,0.0166435506241331,0.0326315789473684,f98c9753-6633-4f6f-8e75-53dc98dc2679
Lowell,1036,722,127,24,3,1099.5,734.0,0.0166435506241331,0.0668421052631579,2824931f-eb8e-4f8b-81f7-4a549419e7ea
"Observatory,",1189,722,255,29,3,1316.5,736.5,0.0201109570041608,0.1342105263157894,3d3075b7-817b-4cb5-939a-165c7fce4805
which,1474,721,110,25,3,1529.0,733.5,0.0173370319001386,0.0578947368421052,3dee873a-ce0b-4014-a20e-f065b742154a
had,1607,722,65,24,3,1639.5,734.0,0.0166435506241331,0.0342105263157894,c127a9ac-95d3-4787-a311-ddfdd17db901
the,1697,722,61,24,3,1727.5,734.0,0.0166435506241331,0.0321052631578947,9ebf06d0-e764-4d68-b568-481491d55c52
right,1784,721,106,31,3,1837.0,736.5,0.0214979195561719,0.0557894736842105,8d9cdbba-96b9-4e90-90a0-1917b9eeb6d8
to,3,815,39,21,3,22.5,825.5,0.0145631067961165,0.0205263157894736,d08da674-d721-45e7-9b24-5e580a4df270
name,67,819,85,17,3,109.5,827.5,0.0117891816920943,0.0447368421052631,b760811e-df83-462a-99a0-ca14554fdb26
the,179,812,61,24,3,209.5,824.0,0.0166435506241331,0.0321052631578947,84e5fe47-d3fa-4851-a353-8c4bca9f1dc6
new,265,819,65,17,3,297.5,827.5,0.0117891816920943,0.0342105263157894,9026d697-65f4-47b6-bbfd-7d16e02d7cd5
"object,",354,811,144,31,3,426.0,826.5,0.0214979195561719,0.0757894736842105,d0387670-c201-4247-a71a-755db20744c9
received,530,811,174,25,3,617.0,823.5,0.0173370319001386,0.091578947368421,3edc0d21-b058-4504-bebe-fe9ade03d0dc
more,726,819,86,17,3,769.0,827.5,0.0117891816920943,0.0452631578947368,256aa4ea-88b4-4f51-a055-9ea84a0744ba
than,839,812,85,24,3,881.5,824.0,0.0166435506241331,0.0447368421052631,c8be376b-a52e-4169-b9c1-87d18f2437fb
"1,000",949,815,104,25,3,1001.0,827.5,0.0173370319001386,0.0547368421052631,85237407-1ab2-4776-86dd-468fc2cce2a5
suggestions,1081,811,237,31,3,1199.5,826.5,0.0214979195561719,0.1247368421052631,bdeb136b-5e21-4f00-910d-ec150df53474
from,1345,813,85,23,3,1387.5,824.5,0.0159500693481276,0.0447368421052631,1cdb7da8-560a-4032-8225-ff886eef9d2b
all,1454,812,61,24,3,1484.5,824.0,0.0166435506241331,0.0321052631578947,20005515-ea42-4389-a6b3-21735ae94d64
over,1542,819,83,17,3,1583.5,827.5,0.0117891816920943,0.0436842105263157,774ea7ac-5022-4dcf-abaf-6fb622584ccb
the,1653,812,61,24,3,1683.5,824.0,0.0166435506241331,0.0321052631578947,98a2707d-e542-4f0d-9a52-452bca8bcccf
"world,",1738,812,124,28,3,1800.0,826.0,0.0194174757281553,0.0652631578947368,5acf02fc-7cc5-4947-b5bc-42bb104e828a
ranging,2,901,152,31,3,78.0,916.5,0.0214979195561719,0.08,57a9ab87-9d47-4cf4-8712-2dd22160944c
from,179,903,85,23,3,221.5,914.5,0.0159500693481276,0.0447368421052631,4bb963f1-d2d7-4383-859f-fb5c725b7479
Atlas,286,902,108,24,3,340.0,914.0,0.0166435506241331,0.0568421052631578,89175b2e-8b01-4bfe-8b51-600faa03a632
to,421,905,39,21,3,440.5,915.5,0.0145631067961165,0.0205263157894736,dcfaae5c-72a4-402f-9255-ff178670884b
Zymal.,486,902,122,29,3,547.0,916.5,0.0201109570041608,0.0642105263157894,95aafda1-991c-451b-a77d-bcf73fcfbe55
Tombaugh,640,902,174,30,3,727.0,917.0,0.0208044382801664,0.091578947368421,c7ce28c7-b509-4222-ade7-2838fc2a636a
urged,837,902,109,30,3,891.5,917.0,0.0208044382801664,0.0573684210526315,bec64542-60e6-4aad-9b54-7f99dc403d07
Slipher,970,901,149,31,3,1044.5,916.5,0.0214979195561719,0.0784210526315789,336e2b74-9763-4b02-be99-c52d04081c82
to,1147,905,39,21,3,1166.5,915.5,0.0145631067961165,0.0205263157894736,39bea2c3-d8d0-4ab8-a6e1-be0e9dc6c38e
suggest,1213,905,149,27,3,1287.5,918.5,0.0187239944521497,0.0784210526315789,d303c6c0-1b51-43c3-a953-cd7ee38efd77
a,1388,909,19,17,3,1397.5,917.5,0.0117891816920943,0.01,84a34fa1-f25b-4a6d-9b1b-2006c40f9c2a
name,1431,909,85,17,3,1473.5,917.5,0.0117891816920943,0.0447368421052631,3a4fae11-7d1e-46ac-b093-1f3a4491f935
for,1543,903,60,23,3,1573.0,914.5,0.0159500693481276,0.031578947368421,79b92040-14c5-4eb7-b78b-f5c10bcc6ade
the,1631,902,61,24,3,1661.5,914.0,0.0166435506241331,0.0321052631578947,9bcc9e16-cbb9-4e06-952e-5540c8010193
new,1717,909,65,17,3,1749.5,917.5,0.0117891816920943,0.0342105263157894,f95c9c2e-fd92-4439-aef5-9dd45b6aa483
object,2,991,128,31,3,66.0,1006.5,0.0214979195561719,0.0673684210526315,270a9b1e-e0ff-469d-86bc-bd0b425ac34d
quickly,155,991,152,31,3,231.0,1006.5,0.0214979195561719,0.08,b69ee5be-66dc-40c0-94b2-67e3a051ece2
before,330,992,130,24,3,395.0,1004.0,0.0166435506241331,0.0684210526315789,586064f4-bfc5-4b94-b8a7-a28c0ef8f319
someone,487,998,149,18,3,561.5,1007.0,0.0124826629680998,0.0784210526315789,9ea602fc-991f-4783-9d83-4a21fe0e6f21
else,662,992,84,24,3,704.0,1004.0,0.0166435506241331,0.0442105263157894,1c9499bb-16a0-45c8-b8be-3b195f34c1a7
did.,771,991,79,25,3,810.5,1003.5,0.0173370319001386,0.041578947368421,ee98e039-6c0e-4bc9-8d0b-09de3d0b1628
Constance,882,995,194,21,3,979.0,1005.5,0.0145631067961165,0.1021052631578947,72dcf605-aacf-4fda-8640-12e4ee0aa2f0
Lowell,1102,992,127,24,3,1165.5,1004.0,0.0166435506241331,0.0668421052631579,e63aa641-2433-4840-af50-e0b7bc0e6426
proposed,1254,992,176,30,3,1342.0,1007.0,0.0208044382801664,0.0926315789473684,f21c7f64-c432-454a-b563-63d9a36dbf2d
"Zeus,",1454,995,100,25,3,1504.0,1007.5,0.0173370319001386,0.0526315789473684,e10f97f0-a65f-4f2a-acee-2cb896eddb98
then,1587,992,85,24,3,1629.5,1004.0,0.0166435506241331,0.0447368421052631,de5f2c75-8019-476a-901a-e215eb9a3625
Percival,1696,991,171,25,3,1781.5,1003.5,0.0173370319001386,0.09,1fe95d98-b210-4266-82ff-8c5f7dedcae3
and,2,1082,64,24,3,34.0,1094.0,0.0166435506241331,0.0336842105263157,db0314f6-8c79-456a-976e-a54fb7925de7
finally,91,1081,150,30,3,166.0,1096.0,0.0208044382801664,0.0789473684210526,826d728a-ba67-4a26-8f8e-042dd7ede363
Constance.,266,1085,210,21,3,371.0,1095.5,0.0145631067961165,0.1105263157894736,123fc501-a859-4b87-9249-c4a040d7b319
These,508,1082,106,24,3,561.0,1094.0,0.0166435506241331,0.0557894736842105,fb59a018-4c48-451c-9c7f-aedbc75e3535
suggestions,641,1081,237,31,3,759.5,1096.5,0.0214979195561719,0.1247368421052631,f3138f78-4a73-4987-94db-01a8bc71c499
were,902,1089,86,17,3,945.0,1097.5,0.0117891816920943,0.0452631578947368,4b9fc537-89bc-4cd3-9565-f32c18415a0f
disregarded.,1013,1081,255,31,3,1140.5,1096.5,0.0214979195561719,0.1342105263157894,5b16110d-c04a-4148-910a-9e672d7a9ec3
The,1300,1082,62,24,3,1331.0,1094.0,0.0166435506241331,0.0326315789473684,e795c08b-46b9-4a9c-91c7-20266a874f66
name,1387,1089,85,17,3,1429.5,1097.5,0.0117891816920943,0.0447368421052631,ca23f1d6-8c8e-4548-acd7-4ea96c05d650
"Pluto,",1498,1082,122,28,3,1559.0,1096.0,0.0194174757281553,0.0642105263157894,426369df-7a66-4089-b193-3e774f1d1fc9
after,1652,1083,105,23,3,1704.5,1094.5,0.0159500693481276,0.0552631578947368,dbaf9db2-fd73-45f3-87e0-f8c0f9aab45a
the,1785,1082,61,24,3,1815.5,1094.0,0.0166435506241331,0.0321052631578947,7629c00b-d2d2-478a-b083-aee295c73020
god,2,1172,64,30,3,34.0,1187.0,0.0208044382801664,0.0336842105263157,502e8caa-b749-4643-9740-06990e94caf1
of,90,1173,39,23,3,109.5,1184.5,0.0159500693481276,0.0205263157894736,ac335208-5513-46ef-bc85-c9e70824a7f2
the,157,1172,61,24,3,187.5,1184.0,0.0166435506241331,0.0321052631578947,0aa2a0b6-8f59-4060-ac49-dae80a7753a6
"underworld,",243,1172,233,28,3,359.5,1186.0,0.0194174757281553,0.1226315789473684,aa15aa21-2ce8-4f25-8ad6-f453f16e0389
was,506,1178,64,18,3,538.0,1187.0,0.0124826629680998,0.0336842105263157,180e8da6-46f7-4c8b-bbda-435eb3b1f51c
proposed,594,1172,176,30,3,682.0,1187.0,0.0208044382801664,0.0926315789473684,859c259e-abca-4d3b-8239-eced3987b30a
by,792,1172,43,29,3,813.5,1186.5,0.0201109570041608,0.0226315789473684,2997c6a5-cd30-47f9-9545-008410a440a8
Venetia,858,1171,153,25,3,934.5,1183.5,0.0173370319001386,0.0805263157894736,493b2cab-087c-44cf-a5b1-334672c95e44
Burney,1035,1175,130,26,3,1100.0,1188.0,0.0180305131761442,0.0684210526315789,28c8cede-fc9c-447e-a6cc-49b123244b5f
"(1918-2009),",1198,1172,246,28,3,1321.0,1186.0,0.0194174757281553,0.1294736842105263,d34d955c-35ba-4d48-879b-d7964e2389ff
a,1476,1179,19,17,3,1485.5,1187.5,0.0117891816920943,0.01,213ebfc4-f6e8-4ec2-9a30-8c34d217c2d1
then,1521,1172,85,24,3,1563.5,1184.0,0.0166435506241331,0.0447368421052631,8e6d2a64-3c72-421b-aef2-0694abbde124
eleven-year,1630,1172,256,29,3,1758.0,1186.5,0.0201109570041608,0.1347368421052631,d94afa76-94e9-4912-b4a7-1b867dc4fa88
-,1859,1167,20,39,3,1869.0,1186.5,0.0270457697642163,0.0105263157894736,d70d7b63-59d5-406d-909a-47ade3564ecb
old,2,1262,64,24,3,34.0,1274.0,0.0166435506241331,0.0336842105263157,5525fa3a-ba58-4839-88ea-877e4a5162d7
schoolgirl,91,1261,214,31,3,198.0,1276.5,0.0214979195561719,0.1126315789473684,92f7b5b4-b4ac-4753-a900-5308228414e2
in,334,1261,40,25,3,354.0,1273.5,0.0173370319001386,0.0210526315789473,ff076700-ee19-4fd5-badf-8a5c08f4e056
"Oxford,",397,1262,145,28,3,469.5,1276.0,0.0194174757281553,0.0763157894736842,d90639e7-986d-4f17-b046-cf2047e028b3
"England,",574,1262,166,30,3,657.0,1277.0,0.0208044382801664,0.0873684210526315,368e41d1-f186-4baa-99ce-a5c03eaf8e8a
who,770,1262,64,24,3,802.0,1274.0,0.0166435506241331,0.0336842105263157,c28eab8c-37b6-429d-bdea-472a71507a02
was,858,1268,64,18,3,890.0,1277.0,0.0124826629680998,0.0336842105263157,79c712e4-c248-4049-84db-fcb31afacc61
interested,950,1261,216,25,3,1058.0,1273.5,0.0173370319001386,0.1136842105263157,b94357dd-b1dd-4107-ba42-555a917b44cf
in,1192,1261,40,25,3,1212.0,1273.5,0.0173370319001386,0.0210526315789473,f706d871-e9de-47b0-9aee-1743ac5c1b77
classical,1256,1261,193,25,3,1352.5,1273.5,0.0173370319001386,0.101578947368421,6dc0d09a-df9d-4986-82c4-f3cd5e29c4b5
mythology.,1474,1262,212,30,3,1580.0,1277.0,0.0208044382801664,0.111578947368421,c1539570-5841-465f-bda9-8c7afa77abbc
She,1718,1262,62,24,3,1749.0,1274.0,0.0166435506241331,0.0326315789473684,c68d6595-1922-44e4-9941-b8807a383578
suggested,3,1352,195,30,3,100.5,1367.0,0.0208044382801664,0.1026315789473684,d3877162-b15f-4605-8185-7119d5684eac
it,224,1351,38,25,3,243.0,1363.5,0.0173370319001386,0.02,118ec720-de92-4055-afb6-e4206b40ebb9
in,290,1351,40,25,3,310.0,1363.5,0.0173370319001386,0.0210526315789473,65a9f6f9-4770-4d03-8ee9-57d2983c7b8c
a,354,1359,19,17,3,363.5,1367.5,0.0117891816920943,0.01,63907d0f-cc27-4df8-a13c-b2b4342d11b6
conversation,398,1351,262,25,3,529.0,1363.5,0.0173370319001386,0.1378947368421052,15adae55-daf7-4230-8d8c-11e84dfe8fd9
with,682,1351,88,25,3,726.0,1363.5,0.0173370319001386,0.0463157894736842,8de4670d-7652-432f-8b79-fda3853dd0b7
her,793,1352,62,24,3,824.0,1364.0,0.0166435506241331,0.0326315789473684,3d40bf1d-7868-400f-a814-42229d34aa07
grandfather,882,1352,237,30,3,1000.5,1367.0,0.0208044382801664,0.1247368421052631,9804b7dd-b340-48e9-a9c2-243a7fa34ed1
Falconer,1146,1352,171,24,3,1231.5,1364.0,0.0166435506241331,0.09,280ec979-ba47-4671-b00e-7742ec8eb1fc
"Madan,",1342,1352,124,28,3,1404.0,1366.0,0.0194174757281553,0.0652631578947368,df02b273-dbd3-468e-914c-1e8ae939a394
a,1498,1359,19,17,3,1507.5,1367.5,0.0117891816920943,0.01,25eecf75-7450-446a-9eeb-bd843b5af290
former,1543,1353,126,23,3,1606.0,1364.5,0.0159500693481276,0.0663157894736842,b3030f47-4da3-4cbf-a890-7f27a0ab19e9
librarian,1697,1351,195,25,3,1794.5,1363.5,0.0173370319001386,0.1026315789473684,f4fc1af3-bac3-4537-9bf7-0a0c5a2fd2a6
at,2,4,40,21,4,22.0,14.5,0.0145631067961165,0.0210526315789473,4831117f-d1da-47e5-8055-63648c446e58
the,69,1,61,24,4,99.5,13.0,0.0166435506241331,0.0321052631578947,ec03f85f-b1e8-4993-9f07-679885ac429b
University,154,0,219,30,4,263.5,15.0,0.0208044382801664,0.1152631578947368,04406a37-6fe2-447f-ae78-30536f985b67
of,398,2,39,23,4,417.5,13.5,0.0159500693481276,0.0205263157894736,721d1f38-81ca-4f73-98b8-07a4aa84f6e4
Oxford's,463,1,173,24,4,549.5,13.0,0.0166435506241331,0.0910526315789473,8338a9a0-1ba2-454e-812c-9fc89d5f8970
Bodleian,661,0,175,25,4,748.5,12.5,0.0173370319001386,0.0921052631578947,2715cf62-e333-4b07-883a-4c116c69b805
"Library,",860,0,166,30,4,943.0,15.0,0.0208044382801664,0.0873684210526315,c1b9335f-3b0a-42d7-bf14-769a7c4ae8b1
who,1056,1,64,24,4,1088.0,13.0,0.0166435506241331,0.0336842105263157,0615ef61-8d8b-40fe-bae6-0472f3ce237f
passed,1144,1,132,30,4,1210.0,16.0,0.0208044382801664,0.0694736842105263,b69bcc0d-e081-49ca-b9c3-8ae92e90c160
the,1301,1,61,24,4,1331.5,13.0,0.0166435506241331,0.0321052631578947,02f3108c-6195-4138-9e1b-7e7f55b34458
name,1387,8,85,17,4,1429.5,16.5,0.0117891816920943,0.0447368421052631,dacec219-9e91-47bb-b1c9-91f2e4675625
to,1499,4,39,21,4,1518.5,14.5,0.0145631067961165,0.0205263157894736,e66bd00f-815c-40f5-9eee-1d2c0afd6a7c
astronomy,1564,4,195,26,4,1661.5,17.0,0.0180305131761442,0.1026315789473684,3c2c418f-590b-4b03-9bc3-29c70589293a
professor,0,92,195,29,4,97.5,106.5,0.0201109570041608,0.1026315789473684,4e5d749a-095c-4009-aff2-17c0ae75ee83
Herbert,221,91,151,24,4,296.5,103.0,0.0166435506241331,0.0794736842105263,3f803f57-1aee-45af-b5c7-fef0b92232dd
Hall,397,91,84,24,4,439.0,103.0,0.0166435506241331,0.0442105263157894,be2905b2-26a2-4647-abbb-0676ceaf897d
"Turner,",508,94,144,25,4,580.0,106.5,0.0173370319001386,0.0757894736842105,262abf56-d1d9-4fa0-96a5-eb603380685b
who,682,91,64,24,4,714.0,103.0,0.0166435506241331,0.0336842105263157,3f7b7921-c742-45cc-9b40-a74bb5cd3536
cabled,772,91,130,24,4,837.0,103.0,0.0166435506241331,0.0684210526315789,6aed4ac4-5be1-4409-b644-9fbcedf33536
it,928,90,38,25,4,947.0,102.5,0.0173370319001386,0.02,42864d7f-e064-4d5a-94a7-6e7f33fdcf7a
to,993,94,39,21,4,1012.5,104.5,0.0145631067961165,0.0205263157894736,db2e72c6-de68-416c-9316-bcf9355a7e46
colleagues,1058,91,216,30,4,1166.0,106.0,0.0208044382801664,0.1136842105263157,7268dfe4-cf8b-460a-8b9b-c4006fa470b3
in,1302,90,40,25,4,1322.0,102.5,0.0173370319001386,0.0210526315789473,bed3af9c-95bd-456f-9de9-85331c2b5a26
the,1367,91,61,24,4,1397.5,103.0,0.0166435506241331,0.0321052631578947,facdfe86-7e1c-4218-b0e5-5612aac9eb95
United,1452,90,132,25,4,1518.0,102.5,0.0173370319001386,0.0694736842105263,414abe56-889e-40fc-8ff5-252ff9d974a5
States.,1608,93,144,22,4,1680.0,104.0,0.015256588072122,0.0757894736842105,2404b08d-d9b4-405e-abd8-4d254946b605
The,1784,91,62,24,4,1815.0,103.0,0.0166435506241331,0.0326315789473684,af9957d2-9c6f-4c99-8ac5-4cc9a38ca190
object,2,180,128,31,4,66.0,195.5,0.0214979195561719,0.0673684210526315,f1c85281-b1d5-446a-a356-f5a17d207bb1
was,154,187,64,18,4,186.0,196.0,0.0124826629680998,0.0336842105263157,2a91e0c2-358e-4599-aa73-2fef21298677
officially,244,180,217,30,4,352.5,195.0,0.0208044382801664,0.1142105263157894,70f97804-53eb-4dc4-ac77-966581f2172e
named,485,181,109,24,4,539.5,193.0,0.0166435506241331,0.0573684210526315,d951e4e7-5178-4776-a0d4-b3df68514c8c
on,618,188,42,17,4,639.0,196.5,0.0117891816920943,0.0221052631578947,c866461b-81cc-408d-a9db-720d747dbfb3
24,684,184,39,21,4,703.5,194.5,0.0145631067961165,0.0205263157894736,186996f4-7aca-46f5-9c65-28cc418567f4
March,748,181,110,24,4,803.0,193.0,0.0166435506241331,0.0578947368421052,233e88ab-5c04-4885-93f5-35dabef01dd5
1930.,883,184,99,21,4,932.5,194.5,0.0145631067961165,0.0521052631578947,7ee331f5-9b8a-43f4-b36f-4aa0db0f0731
Each,1014,181,86,24,4,1057.0,193.0,0.0166435506241331,0.0452631578947368,a45ad446-6c8c-40c4-980b-eb7ecb13f72e
member,1122,181,129,24,4,1186.5,193.0,0.0166435506241331,0.0678947368421052,3bf2af5c-4c78-481b-9ed4-62568e5fcca4
of,1278,182,39,23,4,1297.5,193.5,0.0159500693481276,0.0205263157894736,a6d9aec3-a8bb-4b1c-96d8-25f24bf28822
the,1345,181,61,24,4,1375.5,193.0,0.0166435506241331,0.0321052631578947,15a1b79c-66e2-4d9b-a3ce-faadba5abf78
Lowell,1432,181,127,24,4,1495.5,193.0,0.0166435506241331,0.0668421052631579,64aa36e0-cb35-454d-99c3-f2e01f8284f9
Observatory,1585,181,240,29,4,1705.0,195.5,0.0201109570041608,0.1263157894736842,ae65f71b-3b87-4b71-9675-87a6e65a80f7
was,0,277,64,18,4,32.0,286.0,0.0124826629680998,0.0336842105263157,2cf9039c-1b67-4190-8d90-b75ccc605784
allowed,90,271,152,24,4,166.0,283.0,0.0166435506241331,0.08,ce9aa307-4e69-49c4-aab7-f073c538dab7
to,267,274,39,21,4,286.5,284.5,0.0145631067961165,0.0205263157894736,ee48a40a-e004-4f4a-94cd-04c9ea464fd8
vote,330,274,86,21,4,373.0,284.5,0.0145631067961165,0.0452631578947368,0795f88f-d6ce-4a91-be55-3f04b477fbd3
on,442,278,42,17,4,463.0,286.5,0.0117891816920943,0.0221052631578947,d0c3eaf0-e52f-40eb-859a-260818f1a4b5
a,508,278,19,17,4,517.5,286.5,0.0117891816920943,0.01,44ec0704-fb77-40bc-a6a6-4f4e0a8577cc
short-list,553,270,215,25,4,660.5,282.5,0.0173370319001386,0.1131578947368421,670e727c-9427-4764-ba65-5244397c079f
of,794,272,39,23,4,813.5,283.5,0.0159500693481276,0.0205263157894736,f1d04939-7512-4820-90ac-85df470616e7
three:,861,271,121,24,4,921.5,283.0,0.0166435506241331,0.0636842105263157,dc4a5a06-ceaf-4af6-a2ab-a9b39e2bf636
Minerva,1012,270,153,25,4,1088.5,282.5,0.0173370319001386,0.0805263157894736,a0a87da5-6b7c-4e87-bec2-78ef9776b577
(which,1198,270,122,28,4,1259.0,284.0,0.0194174757281553,0.0642105263157894,2ab40d25-11a1-4093-8b46-9f7470d02125
was,1342,277,64,18,4,1374.0,286.0,0.0124826629680998,0.0336842105263157,ca4b06df-353f-4aec-8bbd-ebd66a0a49e7
already,1432,271,151,29,4,1507.5,285.5,0.0201109570041608,0.0794736842105263,05d85e86-0723-410d-b900-d6980ba803e2
the,1609,271,61,24,4,1639.5,283.0,0.0166435506241331,0.0321052631578947,91ca26db-a24c-4a10-8d3a-96b7c6663d95
name,1695,278,85,17,4,1737.5,286.5,0.0117891816920943,0.0447368421052631,59994ae4-88a8-48e9-aa67-3dfe3b33a382
for,1807,272,60,23,4,1837.0,283.5,0.0159500693481276,0.031578947368421,4193599f-bad3-4626-98df-81fe950b02c5
an,2,368,42,17,4,23.0,376.5,0.0117891816920943,0.0221052631578947,613f1875-564f-422a-83df-4c2d288502df
"asteroid),",68,360,210,29,4,173.0,374.5,0.0201109570041608,0.1105263157894736,77d6db7a-12a3-4b93-bc91-7e3f12a2c13b
Cronus,310,364,128,21,4,374.0,374.5,0.0145631067961165,0.0673684210526315,0cfbd4bf-0b17-4dfa-86ee-dbc8ad9fdb95
(which,472,360,122,28,4,533.0,374.0,0.0194174757281553,0.0642105263157894,8c88a087-9e5e-4081-afa7-9d72db5a9136
had,617,361,65,24,4,649.5,373.0,0.0166435506241331,0.0342105263157894,a0b1f8b7-5094-4147-81fc-54384aad6129
